,word,xG
131,awake,3.959955841989443
132,award,4.046083320517208
133,aware,4.650037757679602
134,awash,3.9036635013375096
135,awful,3.977404385185547
136,awoke,4.533818189279375
137,axial,3.7833710251318915
138,axiom,3.9718776557394957
139,axion,4.300682818644918
140,azure,4.705051619944113
141,bacon,4.6888433613048495
142,badge,4.691318028661827
143,badly,4.454533910628425
144,bagel,4.943283281090667
145,baggy,3.4297868985603763
146,baker,4.798825682035639
147,baler,5.332380498109223
148,balmy,4.325308000503237
149,banal,4.264020566320069
150,banjo,3.9099403368137198
151,barge,5.11519458565521
152,baron,5.048106483483651
153,basal,4.251270525643776
154,basic,4.60276850836852
155,basil,4.9283861411318775
156,basin,4.829381169097694
157,basis,4.030833761047209
158,baste,5.304669427343417
159,batch,4.528598358830262
160,bathe,5.049175181277244
161,baton,4.9221397086261325
162,batty,3.974545812611882
163,bawdy,3.8444580024654353
164,bayou,4.304674781473133
165,beach,4.79536263681837
166,beady,4.653518649878812
167,beard,5.147277946243429
168,beast,5.374674398323764
169,beech,3.965273652544497
170,beefy,3.5909262050648194
171,befit,4.567192436883226
172,began,4.732289138679573
173,begat,4.895793097624334
174,beget,4.231880692093769
175,begin,4.541652307208784
176,begun,4.325851763447796
177,being,4.550458885412463
178,belch,4.530834429161112
179,belie,4.570193899081041
180,belle,3.809188946383846
181,belly,3.9226150238476576
182,below,4.4133333396010554
183,bench,4.461713518465604
184,beret,4.755278643819389
185,berry,4.161462175390578
186,berth,4.904898762804968
187,beset,4.542167027517158
188,betel,4.544376973806616
189,bevel,3.897055712304777
190,bezel,3.661261397350186
191,bible,4.240328322012623
192,bicep,4.54128506541234
193,biddy,3.322317971921708
194,bigot,4.480494713447999
195,bilge,4.765360090506585
196,billy,3.730781013860562
197,binge,4.6562367404014
198,bingo,4.210737340533141
199,biome,4.763517816895207
200,birch,4.462929996707891
201,birth,4.683539930052856
202,bison,4.633023353478721
203,bitty,3.7695177951622942
204,black,4.315473696495675
205,blade,5.11531289416866
206,blame,5.0213073252084754
207,bland,4.715812832594471
208,blank,4.440033629370563
209,blare,5.4903899583698035
210,blast,5.120562258385815
211,blaze,4.528882408218901
212,bleak,4.596610269613742
213,bleat,5.232676258808119
214,bleed,4.265554261758722
215,bleep,4.202780639549437
216,blend,4.667364593801142
217,bless,4.138453856431488
218,blimp,4.092796301868705
219,blind,4.487677817686617
220,blink,4.223172601179
221,bliss,3.978494844144601
222,blitz,3.9824073597531884
223,bloat,5.096244234601512
224,block,4.123795977967269
225,bloke,4.638802860954234
226,blond,4.526012741018919
227,blood,3.8590667465589106
228,bloom,3.6998095252085936
229,blown,4.169488930251498
230,bluer,5.004643596727221
231,bluff,3.1269592287807195
232,blunt,4.620545558977969
233,blurb,3.7664665682699274
234,blurt,4.804654746823856
235,blush,4.362285919626116
236,board,4.9361029104402245
237,boast,5.138956556300634
238,bobby,2.6022888692549104
239,boney,4.754630931744138
240,bongo,3.5877525480636367
241,bonus,4.421882659980676
242,booby,2.834867503547674
243,boost,4.167283348515691
244,booth,3.8504196806787987
245,booty,3.8202899913002177
246,booze,3.5197981440506
247,boozy,2.909525273483161
248,borax,4.2391672138146665
249,borne,5.249395278124671
250,bosom,3.576678912205781
251,bossy,3.6845667136821785
252,botch,4.350192570931901
253,bough,4.034394276206008
254,boule,5.0276456069596644
255,bound,4.332650201340806
256,bowel,4.5828882972032385
257,boxer,4.32831692454579
258,brace,5.391897242376447
259,braid,4.9061696260715495
260,brain,5.094947630631812
261,brake,4.9941028541948445
262,brand,4.8650078355040005
263,brash,4.87888437399491
264,brass,4.283307458681368
265,brave,4.896410660878664
266,bravo,4.471846506621519
267,brawl,4.592194004406445
268,brawn,4.530435690324174
269,bread,5.04943850253363
270,break,4.774684728297371
271,breed,4.38825664306226
272,briar,4.452336989066331
273,bribe,4.39703294980299
274,brick,4.268739756988404
275,bride,5.035398344463227
276,brief,4.761897843929641
277,brine,5.255294360859694
278,bring,4.449583206983348
279,brink,4.371574894744139
280,briny,4.6400317232829185
281,brisk,4.4275431291373835
282,broad,4.8964621090357054
283,broil,4.986535276275219
284,broke,4.7777682594286155
285,brood,4.008010100291039
286,brook,3.7305814726395883
287,broom,3.8490483073047783
288,broth,4.7699164757303265
289,brown,4.3265854971168345
290,brunt,4.787036687815468
291,brush,4.490348049814398
292,brute,5.148226766758749
293,buddy,3.1189932602697863
294,budge,4.271036021865885
295,buggy,3.007468668301507
296,bugle,4.594173287303535
297,build,4.425709128575438
298,built,4.7731176216920845
299,bulge,4.566838475119339
300,bulky,3.744835031040832
301,bully,3.520990804355853
302,bunch,4.050767099495849
303,bunny,3.4363061731903497
304,burly,4.420944570512835
305,burnt,4.760263198093648
306,burst,4.820724312439756
307,bused,4.551270042769002
308,bushy,3.884773013989628
309,butch,4.114779533395173
310,butte,4.212809422946852
311,buxom,3.300435019629754
312,buyer,4.651562564021278
313,bylaw,4.004386159101655
314,cabal,4.1758687547217335
315,cabby,3.6025332857440397
316,cabin,4.7568863837821285
317,cable,5.255417018516259
318,cacao,3.6280373711053704
319,cache,4.401749906756716
320,cacti,4.2407202447342245
321,caddy,3.7963082092273575
322,cadet,5.3639895828908735
323,cagey,4.860735764160019
324,cairn,5.368048079135421
325,camel,5.21338035246746
326,cameo,5.0663533692811304
327,canal,4.530858473147526
328,candy,4.604320175813692
329,canny,4.122805297853861
330,canoe,5.516266980712725
331,canon,4.363118617530919
332,caper,5.333362827036011
333,caput,4.80452383034314
334,carat,4.844240233720904
335,cargo,4.945490842411799
336,carol,5.391093806811204
337,carry,4.429974528772782
338,carve,5.132514601546546
339,caste,5.571406445727039
340,catch,4.109156251142971
341,cater,5.646684892373639
342,catty,4.2283417056349775
343,caulk,4.575329204416172
344,cause,5.411306936657936
345,cavil,4.638748401443675
346,cease,5.041727738830281
347,cedar,5.336096352832212
348,cello,4.4377633272634025
349,chafe,4.805947121746621
350,chaff,3.4946556809584703
351,chain,4.898901174015852
352,chair,5.136698332314169
353,chalk,4.4559531456318835
354,champ,4.2436033657141765
355,chant,5.015305079957642
356,chaos,4.820738901769361
357,chard,4.847428971488031
358,charm,4.719317550720598
359,chart,5.202771253460164
360,chase,5.286689452045509
361,chasm,4.549076477567468
362,cheap,4.768086646630402
363,cheat,5.180396020131654
364,check,3.4655382888429545
365,cheek,3.8988173248212368
366,cheer,4.552836349177012
367,chess,4.030194072875047
368,chest,4.959620794964901
369,chick,3.324836569328997
370,chide,4.836706225010881
371,chief,4.57034917304696
372,child,4.549914320254249
373,chili,3.8943198528796166
374,chill,4.075846484786029
375,chime,4.758742013577488
376,china,4.759599162366622
377,chirp,4.585819453196785
378,chock,3.3470229590673717
379,choir,4.971514914585326
380,choke,4.5589291045007245
381,chord,4.676449181208332
382,chore,5.263249944956225
383,chose,5.084912921647882
384,chuck,3.1236609869060525
385,chump,3.8274290249094967
386,chunk,3.943058410254967
387,churn,4.627956752955014
388,chute,4.924925028752627
389,cider,5.154901868687109
390,cigar,4.98152326001632
391,cinch,3.8037421174790915
392,circa,4.3746884906233605
393,civic,2.6711197544487684
394,civil,3.6507688534685667
395,clack,3.8948430542580073
396,claim,4.898119757745838
397,clamp,4.5689334810725715
398,clang,4.791310240916672
399,clank,4.68486186207929
400,clash,4.979341668619979
401,clasp,4.955084886131153
402,class,4.422289298762373
403,clean,5.341351835478216
404,clear,5.549021194850223
405,cleat,5.489463866351439
406,cleft,4.799046263995842
407,clerk,4.797791730833505
408,click,3.689466978492622
409,cliff,3.6125163272476093
410,climb,4.236325575742642
411,cling,4.558493158729936
412,clink,4.461316003157484
413,cloak,4.713875012412188
414,clock,3.6944390101544498
415,clone,5.38508610696346
416,close,5.429590959182403
417,cloth,4.832131636993699
418,cloud,4.656480055670439
419,clout,4.996644232035795
420,clove,4.806443915371888
421,clown,4.446536779459287
422,cluck,3.4741331265895377
423,clued,4.953506872377274
424,clump,4.14901511295792
425,clung,4.347617602728923
426,coach,4.165350728523462
427,coast,5.383482890601339
428,cobra,4.845891414099324
429,cocoa,3.4738274595911895
430,colon,4.239482436153391
431,color,4.454112786896373
432,comet,5.0953578599286375
433,comfy,3.8948789774118717
434,comic,3.767588782705973
435,comma,3.822544873828171
436,conch,3.881339715303081
437,condo,3.9607646077791308
438,conic,4.096454468757948
439,copse,5.098455796504921
440,coral,5.349615493622146
441,corer,4.738652412600566
442,corny,4.907143793300178
443,couch,3.7766684946849116
444,cough,4.26265570615404
445,could,4.703310895487399
446,count,4.958273528764972
447,coupe,4.925521214424027
448,court,5.171418606042493
449,coven,4.66979066432673
450,cover,4.820200109758214
451,covet,4.827488156736781
452,covey,4.422005428433425
453,cower,4.899511247410893
454,coyly,3.8766213516934314
455,crack,4.041004733343904
456,craft,5.030148426940076
457,cramp,4.721910682527543
458,crane,5.743726073449698
459,crank,4.832444909896796
460,crash,5.100306257826616
461,crass,4.546048033810901
462,crate,5.835778569518814
463,crave,5.165850937364549
464,crawl,4.860283099937683
465,craze,4.940292589125257
466,crazy,4.31020150526161
467,creak,5.019386316603005
468,cream,5.1909746123015745
469,credo,5.052434109980162
470,creed,4.642230731155038
471,creek,4.358570547062902
472,creep,4.586415668470822
473,creme,4.546088898334329
474,crepe,4.607719196120168
475,crept,5.163505659029025
476,cress,4.50829865214145
477,crest,5.458571844823884
478,crick,3.832356877792335
479,cried,5.290036558833069
480,crier,4.795012903437007
481,crime,5.226708789456657
482,crimp,4.517324285375282
483,crisp,4.878736997704517
484,croak,4.88130560894356
485,crock,3.8437426616342254
486,crone,5.512404547215674
487,crony,4.941630253331762
488,crook,3.9764258304059923
489,cross,4.34196541567582
490,croup,4.738546621785669
491,crowd,4.430736208786302
492,crown,4.59785241464094
493,crude,5.084371273227525
494,cruel,5.318559537996252
495,crumb,4.16831940278223
496,crump,4.304948863608149
497,crush,4.710798987171078
498,crust,5.10758701410643
499,crypt,4.623104123375218
500,cubic,3.493611671546169
501,cumin,4.382625302432968
502,curio,4.905207162978216
503,curly,4.673962417578722
504,curry,4.012977160857426
505,curse,5.33532201122223
506,curve,4.703323351884426
507,curvy,4.0711413822866
508,cutie,5.208940748576598
509,cyber,4.637068449159293
510,cycle,4.147718573008116
511,cynic,3.68497657624012
512,daddy,3.0174746327605453
513,daily,4.922217325761432
514,dairy,5.025552940477657
515,daisy,4.899661576307037
516,dally,4.073071455866778
517,dance,5.293469293783101
518,dandy,3.8925853515218396
519,datum,4.510381253689492
520,daunt,4.987824646130986
521,dealt,5.55566903183257
522,death,5.159502818369966
523,debar,5.071200540277227
524,debit,4.807728773747601
525,debug,4.10808008410757
526,debut,4.600037112512267
527,decal,5.11266958323564
528,decay,4.782762211564178
529,decor,5.055670737962337
530,decoy,4.5784916626078385
531,decry,4.732207288214327
532,defer,4.205685113427868
533,deign,4.759665182424353
534,deity,4.91480810098208
535,delay,5.01307138954433
536,delta,5.23580480964246
537,delve,4.057427354802981
538,demon,4.677798189390087
539,demur,4.7227469587501725
540,denim,4.679053079633136
541,dense,4.64357425278128
542,depot,4.902718299964971
543,depth,4.565956862995209
544,derby,4.526121506720341
545,deter,4.7463599434115915
546,detox,4.26026596786058
547,deuce,4.402153184274685
548,devil,4.550426785503348
549,diary,5.008697786223461
550,dicey,4.694516497324078
551,digit,3.814907319381939
552,dilly,3.8710313299841013
553,dimly,4.291077172725795
554,diner,5.234110143414167
555,dingo,4.358311999732523
556,dingy,4.161151322026321
557,diode,4.398919313690262
558,dirge,5.028287959554198
559,dirty,4.783147008630727
560,disco,4.593647450817863
561,ditch,4.439891392757993
562,ditto,4.105450107333497
563,ditty,3.896659281594048
564,diver,4.675944376398442
565,dizzy,2.7587030383642843
566,dodge,4.034971386837566
567,dodgy,3.4239609784116687
568,dogma,4.232420157801121
569,doing,4.499053484668735
570,dolly,3.9140853720619053
571,donor,4.314580486978007
572,donut,4.79053573457501
573,dopey,4.6386806094519155
574,doubt,4.436274852701308
575,dough,4.174172272069395
576,dowdy,3.2068684285208953
577,dowel,4.7248893017484805
578,downy,4.084333421738156
579,dowry,4.26260616633194
580,dozen,4.320877610603113
581,draft,4.9007685427595264
582,drain,5.244996014314283
583,drake,5.13442441256237
584,drama,4.180774834060155
585,drank,4.738792927978129
586,drape,5.359432756479633
587,drawl,4.741991577235052
588,drawn,4.690499487296286
589,dread,4.598280990400721
590,dream,5.065727474737342
591,dress,4.396872792958053
592,dried,4.580576585809686
593,drier,4.6766292262577505
594,drift,4.692377791977611
595,drill,4.389762261630072
596,drink,4.513873226160958
597,drive,4.830400231175587
598,droit,5.242525482455547
599,droll,4.407788558076823
600,drone,5.396710688337013
601,drool,4.398598551414268
602,droop,4.0768733235268435
603,dross,4.227186652453578
604,drove,4.813401224655861
605,drown,4.48505749986953
606,druid,4.07209523215718
607,drunk,4.312990892777252
608,dryer,4.2597585372576265
609,dryly,3.807109089683504
610,duchy,3.8516978459852007
611,dully,3.673422828058583
612,dummy,3.1572886470715606
613,dumpy,3.7164256712909314
614,dunce,4.861674399613402
615,dusky,3.805746035152772
616,dusty,4.355584796832349
617,dutch,4.253328361023356
618,duvet,4.509319607121767
619,dwarf,4.181284173557483
620,dwell,3.843940219497688
621,dwelt,4.659586265680469
622,dying,4.109698091857836
623,eager,4.698924571574841
624,eagle,4.727371069521437
625,early,5.317040926737076
626,earth,5.415038796251332
627,easel,4.940854968468204
628,eaten,4.934917686921923
629,eater,5.076287433454777
630,ebony,4.492274683820554
631,eclat,5.258538343571533
632,edict,4.869197526228149
633,edify,4.122946630758463
634,eerie,4.226014661207569
635,egret,4.537578494718078
636,eight,4.6121396452455015
637,eject,3.684778830520093
638,eking,4.187299034895874
639,elate,5.129371040832101
640,elbow,4.278592623000364
641,elder,4.585590263198129
642,elect,4.646854222490619
643,elegy,4.077595182834787
644,elfin,4.687014156175834
645,elide,4.612235622329763
646,elite,4.9434993346621185
647,elope,4.572324846405925
648,elude,4.404714301373406
649,email,5.103059860235541
650,embed,3.6519729248230846
651,ember,4.004273076633429
652,emcee,3.4283426957551457
653,empty,4.210774370120333
654,enact,5.323871322652559
655,endow,4.255994027679462
656,enema,4.250240016491503
657,enemy,3.901040461103637
658,enjoy,3.9034843776557935
659,ennui,3.9240092009041834
660,ensue,4.431142066026642
661,enter,4.717308271196009
662,entry,4.949033489618788
663,envoy,4.184648682663524
664,epoch,4.540986623788941
665,epoxy,3.7939374644050288
666,equal,4.285867542576369
667,equip,3.799276912511658
668,erase,5.203360183183347
669,erect,4.808117648593206
670,erode,4.730208985313088
671,error,3.8888694948795783
672,erupt,5.050484606803431
673,essay,4.164652940892606
674,ester,4.673330268163257
675,ether,4.440840422118589
676,ethic,4.533956603524248
677,ethos,4.668503607675127
678,etude,4.319155331425847
679,evade,4.099167507175666
680,event,4.041070618642338
681,every,3.8487377399158773
682,evict,4.561797847269479
683,evoke,3.6220353183907212
684,exact,4.5452335025919455
685,exalt,4.754325736307525
686,excel,3.6683471330679542
687,exert,4.01650614829077
688,exile,4.001143032692802
689,exist,4.5174163376618965
690,expel,3.5629291543838026
691,extol,4.372902711799196
692,extra,4.55703394496675
693,exult,4.318999316986763
694,eying,4.444812220708564
695,fable,4.869040709930308
696,facet,5.074027930658954
697,faint,4.963468515854794
698,fairy,4.789914092475764
699,faith,4.718549087975797
700,false,5.270246039149782
701,fancy,4.3862549573112695
702,fanny,3.759485895199541
703,farce,5.261118561572119
704,fatal,4.224879157553455
705,fatty,3.870462878585842
706,fault,4.832911177579471
707,fauna,3.8892538950679345
708,favor,4.429701968635099
709,feast,5.28622142384051
710,fecal,4.874338741869786
711,feign,4.516410320312978
712,fella,4.21483433198243
713,felon,4.80566497963548
714,femme,3.1675602249269974
715,femur,4.47658760771458
716,fence,4.2456702926718135
717,feral,5.192968105358837
718,ferry,4.054742758459547
719,fetal,5.092716121543647
720,fetch,4.424952146705456
721,fetid,4.641736234111146
722,fetus,4.572913796922258
723,fever,3.8572898349275064
724,fewer,3.9392099888522103
725,fiber,4.652703270837132
726,fibre,4.749233443772383
727,ficus,4.098421016797112
728,field,4.654376101869426
729,fiend,4.558631096039304
730,fiery,4.728888260204997
731,fifth,3.476660412839013
732,fifty,3.455813091087258
733,fight,4.004836447823665
734,filer,5.029740474717623
735,filet,5.089839003215143
736,filly,3.6125270530027436
737,filmy,4.014230032747268
738,filth,4.4172960556534395
739,final,4.7377669315663224
740,finch,4.124730083016022
741,finer,4.975893591663429
742,first,4.925024726344342
743,fishy,3.9765195862983496
744,fixer,4.189788337855694
745,fizzy,2.5061784820873307
746,fjord,3.678610411391043
747,flack,4.206113551493398
748,flail,4.151572950636477
749,flair,5.046782235492933
750,flake,4.739259424920371
751,flaky,4.108600557648106
752,flame,4.911416914549071
753,flank,4.33018472127145
754,flare,5.37863004425486
755,flash,4.653800653910005
756,flask,4.393444922231788
757,fleck,4.158083810110925
758,fleet,4.516727806825202
759,flesh,4.6309122098082725
760,flick,4.0091723896523135
761,flier,5.105584228278808
762,fling,4.190401979433733
763,flint,4.72489961395603
764,flirt,4.920521003959637
765,float,4.977434367232838
766,flock,4.011322619559248
767,flood,3.7414130057884263
768,floor,4.129489376382913
769,flora,4.879768967863974
770,floss,3.8592093116360835
771,flour,4.673800922453014
772,flout,4.6211619002432025
773,flown,4.0684818882824345
774,fluff,2.5592855819383034
775,fluid,4.257414867419912
776,fluke,4.333780769803157
777,flume,4.483271100063225
778,flung,3.984175506291174
779,flunk,3.896684027903898
780,flush,4.254893884997483
781,flute,4.892824272129647
782,flyer,4.708775441193088
783,foamy,4.287804946962287
784,focal,4.644875496541737
785,focus,4.163797434420872
786,foggy,3.158993350293697
787,foist,4.867755638054643
788,folio,3.9431838712457097
789,folly,3.6613786008150857
790,foray,4.736764318786374
791,force,5.059080782892213
792,forge,4.821215449776343
793,forgo,3.711729556485537
794,forte,5.22555044924712
795,forth,4.636919661656656
796,forty,4.602789827864037
797,forum,4.258495552651344
798,found,4.229512626991284
799,foyer,4.756690941130714
800,frail,5.051700393066597
801,frame,5.06291381618259
802,frank,4.503315933526829
803,fraud,4.6156035843529954
804,freak,4.683212624798518
805,freed,4.283310522694583
806,freer,3.7932932165622977
807,fresh,4.766642247357656
808,friar,4.353714229127695
809,fried,4.917630451151519
810,frill,4.139958805917318
811,frisk,4.326544926061895
812,fritz,4.044607678120622
813,frock,4.1852337871698015
814,frond,4.578105773676783
815,front,4.9359500625362
816,frost,4.965762943621906
817,froth,4.6753526809359975
818,frown,4.234547707159306
819,froze,4.338923160114232
820,fruit,4.799151960383328
821,fudge,4.169276999987543
822,fugue,3.566749537791173
823,fully,3.415561733757298
824,fungi,3.840810647404127
825,funky,3.5726078170025155
826,funny,3.330848976233519
827,furor,3.9490223446530166
828,furry,3.652170052624037
829,fussy,3.339603456486791
830,fuzzy,2.3050735989272226
831,gaffe,3.9398462007761696
832,gaily,4.833334636291531
833,gamer,5.0358923972424545
834,gamma,2.9812748288005855
835,gamut,4.520354081927762
836,gassy,3.904251976891663
837,gaudy,4.291529727674477
838,gauge,4.280624277153529
839,gaunt,4.872362896339868
840,gauze,4.3259015326857355
841,gavel,4.723718247061813
842,gawky,3.6454912173392686
843,gayer,5.07975151172795
844,gayly,3.8283322447032657
845,gazer,4.543400262806396
846,gecko,4.1720732702263765
847,geeky,3.5968959504070845
848,geese,3.800679145167744
849,genie,4.536699046550541
850,genre,4.664469643461667
851,ghost,4.641059227559914
852,ghoul,4.425488197323272
853,giant,5.067770174242813
854,giddy,3.3575082447818523
855,gipsy,4.226743324010306
856,girly,4.6606463167747405
857,girth,4.715264100490554
858,given,4.4167523531109065
859,giver,4.581653802418735
860,glade,5.156738046768698
861,gland,4.767174758940715
862,glare,5.53434538478784
863,glass,4.219402051682554
864,glaze,4.579908593952458
865,gleam,4.809641927437585
866,glean,5.113556093076679
867,glide,4.944280274238576
868,glint,4.857180249065212
869,gloat,5.138985003374577
870,globe,4.778397683877203
871,gloom,3.761409514190934
872,glory,4.729306767482183
873,gloss,4.02023915541781
874,glove,4.583879113558448
875,glyph,3.9284083651067663
876,gnash,4.659520761720132
877,gnome,4.680084099487214
878,godly,4.34944711720743
879,going,3.8801610008559653
880,golem,4.795655846052665
881,golly,3.8293514647396534
882,gonad,4.697209198192944
883,goner,5.165370447988866
884,goody,3.5504271230263007
885,gooey,4.117863335145626
886,goofy,3.3160149011743605
887,goose,4.439343132682793
888,gorge,4.433549643420459
889,gouge,4.106081488314081
890,gourd,4.595496017392053
891,grace,5.418164126138674
892,grade,5.27501082469012
893,graft,4.801058510748767
894,grail,5.200800797187199
895,grain,5.1240741016290725
896,grand,4.897571879635116
897,grant,5.241620933058185
898,grape,5.250675411009361
899,graph,4.6350276574302285
900,grasp,4.8673567274876905
901,grass,4.328272520414574
902,grate,5.6050249675539465
903,grave,4.930533286140607
904,gravy,4.342699283974286
905,graze,4.702793406045946
906,great,5.451167228963778
907,greed,4.429604022191575
908,green,4.611633078965052
909,greet,4.79538466189106
910,grief,4.807131429647372
911,grill,4.286866692368325
912,grime,4.994718618655148
913,grimy,4.384049705081205
914,grind,4.657249860341901
915,gripe,5.048655068908547
916,groan,5.102129673939943
917,groin,4.942108009755974
918,groom,3.8985901964549106
919,grope,5.0286070232060425
920,gross,4.126016046125185
921,group,4.517014540739432
922,grout,4.9322621976767635
923,grove,4.708435873247653
924,growl,4.447961559894153
925,grown,4.359364193664646
926,gruel,5.094775366873007
927,gruff,3.3379742445691654
928,grunt,4.807944263872442
929,guard,4.7350685748006915
930,guava,3.4651070842258953
931,guess,3.9749992160018577
932,guest,4.927629508863264
933,guide,4.715375144451253
934,guild,4.482276622321409
935,guile,5.070784572847036
936,guilt,4.813074221059141
937,guise,5.016108318278471
938,gulch,4.170072405962788
939,gully,3.584405854548472
940,gumbo,3.702969877941043
941,gummy,3.067690328795649
942,guppy,3.113714636669155
943,gusto,4.5206199531793745
944,gusty,4.279840240508223
945,gypsy,3.1911754841753472
946,habit,4.758813337626
947,hairy,4.985817485660749
948,halve,4.821609956493986
949,handy,4.449098630832742
950,happy,3.5831624223251937
951,hardy,4.648228030786471
952,harem,5.1309737845833885
953,harpy,4.620882654192178
954,harry,4.257646794013373
955,harsh,4.3841693481981014
956,haste,5.3983703631034325
957,hasty,4.725897661139012
958,hatch,4.021288903794137
959,hater,5.484898180412408
960,haunt,4.953872573828237
961,haute,5.278584690834446
962,haven,4.691778797765175
963,havoc,4.201805365773208
964,hazel,4.5445748507984645
965,heady,4.739954068456099
966,heard,5.255866656357501
967,heart,5.6157553878316735
968,heath,4.5209300879307035
969,heave,4.25173112296523
970,heavy,4.412919234334816
971,hedge,4.008214747353025
972,hefty,4.267484303107591
973,heist,5.295984630730254
974,helix,4.2392748366395905
975,hello,4.284840246092261
976,hence,4.429188891165469
977,heron,5.170698412687617
978,hilly,3.832537062886955
979,hinge,4.764350528766587
980,hippo,3.5839137494230413
981,hippy,3.3783401240752773
982,hitch,3.806316799336635
983,hoard,5.039773917662939
984,hobby,3.281297009001253
985,hoist,5.074602124909821
986,holly,3.872598602949523
987,homer,4.929655203905592
988,honey,4.8410722391508205
989,honor,4.282510808848887
990,horde,5.12256007435611
991,horny,4.743122814922671
992,horse,5.421659341630328
993,hotel,5.265638719285618
994,hotly,4.670071540877516
995,hound,4.455531902574923
996,house,5.0988635410530705
997,hovel,4.61866567927831
998,hover,4.675481005607603
999,howdy,3.7745980620571213
1000,human,4.383196867256847
1001,humid,4.05847054972454
1002,humor,4.51862297023672
1003,humph,3.0931574043113197
1004,humus,3.296984484517624
1005,hunch,3.5531800131963256
1006,hunky,3.7888977887530344
1007,hurry,3.852558114955614
1008,husky,3.793081856153759
1009,hussy,3.558438486084642
1010,hutch,3.621689876995871
1011,hydro,4.3278583774274635
1012,hyena,4.734235811084085
1013,hymen,4.34973147386133
1014,hyper,4.584859466981299
1015,icily,3.8225743942043073
1016,icing,3.527729904104542
1017,ideal,5.0161625947350545
1018,idiom,3.5547467245957196
1019,idiot,4.0555812849323445
1020,idler,5.055396513376169
1021,idyll,3.6458086565724996
1022,igloo,3.7845254988914236
1023,iliac,4.229801398070474
1024,image,4.823097583526526
1025,imbue,4.31951175075698
1026,impel,4.645003571790645
1027,imply,4.0433847829800165
1028,inane,4.700266726857993
1029,inbox,3.5853311070639067
